# Generated by QuTiP: 301x2 real matrix in decimal format [',' separated values].
4.2666666667,0.0246940499
4.3000000000,0.0239624143
4.3333333333,0.0235423067
4.3666666667,0.0228643797
4.4000000000,0.0222903381
4.4333333333,0.0217509265
4.4666666667,0.0212159222
4.5000000000,0.0207088380
4.5333333333,0.0202756548
4.5666666667,0.0198647457
4.6000000000,0.0193531744
4.6333333333,0.0190426329
4.6666666667,0.0185835142
4.7000000000,0.0181722051
4.7333333333,0.0178649825
4.7666666667,0.0174349881
4.8000000000,0.0171103976
4.8333333333,0.0167171650
4.8666666667,0.0165320823
4.9000000000,0.0160833954
4.9333333333,0.0157109158
4.9666666667,0.0154151946
5.0000000000,0.0151654178
